source,split,profile,row,method,gap_rmse,gap_nrmse,gap_mae,visible_rmse,whole_rmse,gap_correlation,whole_correlation
chirp_9db,validation,short_gaps,12236,pca_r64_l1,2.9851360560664855,1.685024414309874,2.030613263875152,0.0,0.5277024870022694,0.5377436584045812,0.908719209124045
chirp_9db,validation,short_gaps,12236,template_1,2.113600994426763,1.1930676561562399,1.7231164892284998,0.0,0.3736353989704486,-0.07899891810184448,0.9454413046134454
chirp_9db,validation,short_gaps,12236,dictionary_8,2.0334143938823144,1.1478046004428086,1.7193431400909724,0.0,0.35946027671912945,0.09561634450985443,0.9496472751095224
chirp_9db,validation,short_gaps,12236,dictionary_24,1.8357477456744329,1.0362273986438488,1.5167347418828074,0.0,0.3245174198785773,0.23567365761411388,0.9589397115309045
chirp_9db,validation,short_gaps,12236,dictionary_48,2.037493986198201,1.1501074142923582,1.6608184171068743,0.0,0.36018145356688946,0.2454256029330661,0.9498614323542098
chirp_9db,validation,short_gaps,12472,zero_fill,3.863634487912942,1.0,2.2146339604978236,0.0,0.6830005366073638,,0.5714228430364379
chirp_9db,validation,short_gaps,12472,linear,4.436474576654139,1.1482645655362276,2.5474194159705053,0.0,0.7842653144284648,-0.052254921116652045,0.43478409295569326
chirp_9db,validation,short_gaps,12472,pchip,4.3524383420913875,1.1265140001487273,2.50973496987409,0.0,0.7694096665972886,-0.06263093902007215,0.4494164126446279
chirp_9db,validation,short_gaps,12472,autoregression,4.436030057540885,1.1481495134745885,2.581239475388519,0.0,0.7841867338086276,-0.018666294789577393,0.4404116321530876
chirp_9db,validation,short_gaps,12472,pca_r32_l01,3.3966717575472645,0.8791389993472386,2.0392955389136187,0.0,0.6004524083066248,0.5859052174537545,0.7276192007937239
chirp_9db,validation,short_gaps,12472,pca_r64_l01,4.402500932543294,1.139471382791553,2.356965424860927,0.0,0.7782595658953655,0.8774959757856919,0.8721830502453289
chirp_9db,validation,short_gaps,12472,pca_r96_l01,1.283153958587131,0.3321105975737019,0.7315967680484804,0.0,0.2268317163558307,0.9666812900318733,0.9736666227001244
chirp_9db,validation,short_gaps,12472,pca_r64_l001,6.715683500110388,1.7381777497638153,3.7496323982079107,0.0,1.187176335807666,0.8556673234361821,0.829163786298193
chirp_9db,validation,short_gaps,12472,pca_r64_l1,1.6563539017729227,0.42870357093940636,1.0236159333632895,0.0,0.2928047689971076,0.9065526903372473,0.9372468258360813
chirp_9db,validation,short_gaps,12472,template_1,3.3623556855510217,0.8702571881656691,2.0627810123147876,0.0,0.5943861265035676,0.5702262394893304,0.7235106971092766
chirp_9db,validation,short_gaps,12472,dictionary_8,2.677940189476718,0.6931142678880289,1.6122174194376744,0.0,0.4733974168977438,0.7211149672920698,0.822504986183059
